post_id,post_date,platform,hashtag,content_type,region,views,likes,shares,comments,engagement_level,year,month,engagement_score,engagement_growth,revival_label,cluster
Post_2672,2023-08-28,Instagram,#fitness,Shorts,Canada,3583230,21976,19513,33330,Low,2023,8,3658049,-0.1354096302448474,0,0
Post_2987,2023-08-25,Twitter,#fitness,Post,USA,4150659,289961,32494,9385,Medium,2023,8,4482499,0.2253797037710538,0,0
Post_3134,2023-08-06,TikTok,#fitness,Shorts,Germany,2973845,499922,38576,19020,High,2023,8,3531363,-0.2121887813025725,0,2
Post_3184,2023-08-13,Twitter,#fitness,Post,India,2526693,23428,62797,28304,Medium,2023,8,2641222,-0.2520672612812673,0,2
Post_3724,2023-08-29,YouTube,#fitness,Video,Germany,2400911,46562,36026,24905,Low,2023,8,2508404,-0.050286571897402,0,2
Post_4542,2023-08-31,YouTube,#fitness,Tweet,Germany,369125,492042,88337,10110,Medium,2023,8,959614,-0.6174404123099788,0,2
Post_4605,2023-08-25,YouTube,#fitness,Live Stream,UK,3635998,477287,87839,13330,Low,2023,8,4214454,3.3918221284808263,1,0
Post_4626,2023-08-07,TikTok,#fitness,Tweet,UK,2056923,397189,60950,27927,High,2023,8,2542989,-0.3966029763286063,0,2
Post_4990,2023-08-20,Instagram,#fitness,Shorts,Australia,535624,202764,39983,22546,Medium,2023,8,800917,-0.6850489718988166,0,2
Post_54,2023-09-17,Twitter,#fitness,Reel,Canada,392337,332566,43169,45161,Medium,2023,9,813233,0.015377373685413,0,2
Post_368,2023-09-21,TikTok,#fitness,Video,Germany,2014353,461968,86514,36689,High,2023,9,2599524,2.196530391658971,1,2
Post_477,2023-09-27,YouTube,#fitness,Live Stream,India,4473535,329945,58746,11543,Low,2023,9,4873769,0.8748697838527362,0,0
Post_561,2023-09-15,TikTok,#fitness,Video,Canada,1568096,365320,56390,19992,Low,2023,9,2009798,-0.5876296147806759,0,2
Post_721,2023-09-29,TikTok,#fitness,Reel,Germany,105800,329434,98771,12046,Low,2023,9,546051,-0.7283055312026383,0,2
Post_1055,2023-09-26,Twitter,#fitness,Live Stream,Australia,1658817,280297,70901,36696,Medium,2023,9,2046711,2.7482048380096367,1,2
Post_1193,2023-09-16,YouTube,#fitness,Video,Germany,2289467,55335,94333,43209,High,2023,9,2482344,0.2128453895054065,0,2
Post_1353,2023-09-27,YouTube,#fitness,Shorts,Germany,3156979,486439,65910,47543,Medium,2023,9,3756871,0.5134368967395333,0,0
Post_1457,2023-09-28,YouTube,#fitness,Post,Canada,3789717,314746,69878,17368,Medium,2023,9,4191709,0.1157447247989085,0,0
Post_1605,2023-09-09,Instagram,#fitness,Tweet,Australia,2316764,98083,89325,34220,Low,2023,9,2538392,-0.394425519519604,0,2
Post_1609,2023-09-06,Instagram,#fitness,Post,Brazil,1057426,357002,30426,49349,Low,2023,9,1494203,-0.4113584505466453,0,2
Post_1791,2023-09-20,Instagram,#fitness,Reel,USA,168561,82166,65838,18714,High,2023,9,335279,-0.7756134875917128,0,2
Post_1852,2023-09-23,Twitter,#fitness,Reel,India,4966138,284880,79331,658,Low,2023,9,5331007,14.900211465674856,1,0
Post_2651,2023-09-17,TikTok,#fitness,Video,Japan,2105915,206288,56382,33816,High,2023,9,2402401,-0.5493532460189979,0,2
Post_2710,2023-09-19,Instagram,#fitness,Tweet,Brazil,12365,150585,22791,10537,Low,2023,9,196278,-0.9182992348071785,0,2
Post_3434,2023-09-08,YouTube,#fitness,Shorts,Germany,3463687,362435,12610,20119,Low,2023,9,3858851,18.660130019665985,1,0
Post_3489,2023-09-04,TikTok,#fitness,Tweet,UK,714670,193819,40082,26692,High,2023,9,975263,-0.7472659607743342,0,2
Post_4102,2023-09-15,YouTube,#fitness,Live Stream,Japan,1526385,275820,95119,19416,Medium,2023,9,1916740,0.9653570370248844,0,2
Post_4215,2023-09-04,Twitter,#fitness,Shorts,Australia,1393642,7098,15097,1221,Low,2023,9,1417058,-0.2606936778071099,0,2
Post_4252,2023-09-10,Instagram,#fitness,Live Stream,Australia,1925512,445030,93050,27310,Low,2023,9,2490902,0.7577981988034364,0,2
Post_4370,2023-09-03,Twitter,#fitness,Live Stream,India,3338024,257886,33840,16547,Low,2023,9,3646297,0.4638460284667964,0,0
Post_4586,2023-09-29,TikTok,#fitness,Reel,India,4099779,9695,81909,2348,Low,2023,9,4193731,0.1501342320716057,0,0
Post_4643,2023-09-12,TikTok,#fitness,Live Stream,Germany,3029888,257416,52387,39227,Low,2023,9,3378918,-0.1942931008212018,0,2
Post_4712,2023-09-21,TikTok,#fitness,Live Stream,India,2864591,79967,39479,6156,High,2023,9,2990193,-0.1150442242161544,0,2
Post_4874,2023-09-23,Instagram,#fitness,Video,Japan,2758867,340168,97166,37399,High,2023,9,3233600,0.0814017690496902,0,2
Post_85,2023-10-28,Twitter,#fitness,Shorts,Brazil,4357287,106179,4262,12978,Medium,2023,10,4480706,0.3856710786739237,0,0
Post_109,2023-10-19,Instagram,#fitness,Video,USA,4844012,452777,44862,23870,High,2023,10,5365521,0.1974722287068153,0,0
Post_211,2023-10-23,TikTok,#fitness,Shorts,India,1580449,299597,35471,1908,High,2023,10,1917425,-0.6426395498219092,0,2
Post_757,2023-10-26,Instagram,#fitness,Post,Japan,1492331,319292,58566,8303,Medium,2023,10,1878492,-0.0203048359127475,0,2
Post_853,2023-10-18,TikTok,#fitness,Video,UK,3185451,489381,98149,34483,High,2023,10,3807464,1.0268726191008533,0,0
Post_1257,2023-10-08,TikTok,#fitness,Live Stream,Canada,2288198,160224,63631,2779,High,2023,10,2514832,-0.3394994673620026,0,2
Post_1375,2023-10-26,Twitter,#fitness,Video,Canada,4496073,124732,19857,2918,Medium,2023,10,4643580,0.8464772199494837,0,0
Post_2479,2023-10-27,YouTube,#fitness,Reel,Canada,3309387,35776,49912,10371,Medium,2023,10,3405446,-0.2666335025992876,0,2
Post_2570,2023-10-05,YouTube,#fitness,Video,Japan,3047626,396572,2041,13218,Medium,2023,10,3459457,0.0158601839524104,0,2
Post_2774,2023-10-06,Instagram,#fitness,Reel,Canada,3634352,280654,38955,13864,Low,2023,10,3967825,0.1469502294724287,0,0
Post_2793,2023-10-12,TikTok,#fitness,Post,Brazil,3504067,17759,35751,7695,High,2023,10,3565272,-0.1014543232123392,0,2
Post_2870,2023-10-26,Twitter,#fitness,Reel,Canada,1630820,161765,88321,21591,High,2023,10,1902497,-0.4663809661647133,0,2
Post_2942,2023-10-18,Instagram,#fitness,Live Stream,Brazil,4116538,248427,78029,35739,Medium,2023,10,4478733,1.3541340669656772,0,0
Post_3011,2023-10-11,Instagram,#fitness,Tweet,Germany,4574811,234031,61405,24447,Low,2023,10,4894694,0.0928747036271195,0,0
Post_3088,2023-10-09,YouTube,#fitness,Post,Germany,2307451,383944,11945,11701,Low,2023,10,2715041,-0.4453093492667774,0,2
Post_3433,2023-10-30,YouTube,#fitness,Tweet,Brazil,2706714,217585,40079,45339,Low,2023,10,3009717,0.1085346409133416,0,2
Post_3618,2023-10-01,Twitter,#fitness,Video,Australia,1145112,347150,33144,42026,High,2023,10,1567432,-0.4792095070732564,0,2
Post_3955,2023-10-06,Twitter,#fitness,Video,Germany,2832427,190157,12005,1268,Medium,2023,10,3035857,0.936834899376815,0,2
Post_4023,2023-10-21,Instagram,#fitness,Video,Brazil,1120916,125751,65533,15013,Low,2023,10,1327213,-0.5628209760868184,0,2
Post_4078,2023-10-12,Twitter,#fitness,Post,India,4859286,76757,34856,6594,Medium,2023,10,4977493,2.750334723966688,1,0
Post_4287,2023-10-12,Instagram,#fitness,Tweet,Canada,1701218,219365,32346,9017,Medium,2023,10,1961946,-0.6058365124772651,0,2
Post_4361,2023-10-27,Instagram,#fitness,Reel,UK,3194403,260682,76842,15971,Medium,2023,10,3547898,0.8083566010481431,0,2
Post_4746,2023-10-24,Instagram,#fitness,Tweet,Australia,4033578,51533,75559,11512,Low,2023,10,4172182,0.1759588353441954,0,0
Post_4767,2023-10-19,Instagram,#fitness,Video,Brazil,4087039,483900,15030,24612,Low,2023,10,4610581,0.1050766721106606,0,0
Post_4780,2023-10-24,Instagram,#fitness,Tweet,UK,1085330,403285,93043,35529,Low,2023,10,1617187,-0.6492444227744834,0,2
Post_4888,2023-10-20,YouTube,#fitness,Reel,Canada,26676,395504,18871,20392,High,2023,10,461443,-0.7146631774804026,0,2
Post_255,2023-11-06,TikTok,#fitness,Video,Japan,3714148,291659,27722,28024,High,2023,11,4061553,7.801852016392058,1,0
Post_445,2023-11-29,TikTok,#fitness,Reel,India,1742308,243400,13662,22362,High,2023,11,2021732,-0.5022268575591652,0,2
Post_1607,2023-11-20,YouTube,#fitness,Tweet,Brazil,979236,445534,44401,41269,High,2023,11,1510440,-0.2528980102209393,0,2
Post_1775,2023-11-19,YouTube,#fitness,Post,Germany,4424982,473087,70529,6195,Medium,2023,11,4974793,2.2936051746510957,1,0
Post_1827,2023-11-27,Instagram,#fitness,Post,Japan,1598314,404896,69137,28060,Medium,2023,11,2100407,-0.57779007086325,0,2
Post_1891,2023-11-25,YouTube,#fitness,Shorts,Australia,4256166,391217,1492,5070,High,2023,11,4653945,1.2157348551971117,0,0
Post_2152,2023-11-18,TikTok,#fitness,Video,UK,4706191,318830,35920,32602,Low,2023,11,5093543,0.0944570681432634,0,0
Post_2483,2023-11-15,Twitter,#fitness,Reel,Australia,1543219,36775,22461,12596,Low,2023,11,1615051,-0.6829218875741306,0,2
Post_2551,2023-11-09,TikTok,#fitness,Reel,UK,276967,343350,55422,42492,Medium,2023,11,718231,-0.5552889661069527,0,2
Post_2580,2023-11-24,Instagram,#fitness,Reel,USA,142287,488840,88711,41354,Medium,2023,11,761192,0.0598150177310643,0,2
Post_2845,2023-11-17,Twitter,#fitness,Shorts,Australia,3611304,361772,97629,18007,High,2023,11,4088712,4.371459500362589,1,0
Post_3107,2023-11-14,Instagram,#fitness,Tweet,USA,1659996,78744,84042,26271,Medium,2023,11,1849053,-0.5477663870676144,0,2
Post_3503,2023-11-17,TikTok,#fitness,Shorts,India,3408919,334245,59555,45940,Low,2023,11,3848659,1.081421679097354,0,0
Post_3532,2023-11-17,TikTok,#fitness,Reel,USA,821880,488060,56578,47146,Low,2023,11,1413664,-0.6326866059061091,0,2
Post_3574,2023-11-27,TikTok,#fitness,Video,Canada,311340,294623,67461,44987,Low,2023,11,718411,-0.4918092276523983,0,2
Post_4122,2023-11-04,YouTube,#fitness,Shorts,USA,4127405,239815,25258,35670,Medium,2023,11,4428148,5.163808739008729,1,0
Post_4297,2023-11-17,YouTube,#fitness,Video,USA,4478176,393579,14318,9635,High,2023,11,4895708,0.105588160106663,0,0
Post_4359,2023-11-01,YouTube,#fitness,Live Stream,Australia,818282,458526,74074,3589,Low,2023,11,1354471,-0.7233350109933028,0,2
Post_4728,2023-11-02,Instagram,#fitness,Tweet,Australia,453593,164787,60691,27711,Low,2023,11,706782,-0.4781859486101953,0,2
Post_4774,2023-11-03,Twitter,#fitness,Video,Canada,4019882,131670,67263,648,Low,2023,11,4219463,4.969963864388171,1,0
Post_4814,2023-11-11,TikTok,#fitness,Tweet,Canada,4852422,454011,36924,24724,Low,2023,11,5368081,0.2722190003799061,0,0
Post_4931,2023-11-11,TikTok,#fitness,Video,Japan,4273210,219157,57767,31224,High,2023,11,4581358,-0.1465557244758415,0,0
Post_4934,2023-11-18,Twitter,#fitness,Video,Japan,920003,299451,34395,13688,High,2023,11,1267537,-0.7233272317945902,0,2
Post_258,2023-12-02,Instagram,#fitness,Post,Australia,2787914,198350,96753,45466,Medium,2023,12,3128483,1.4681591148818534,0,2
Post_318,2023-12-05,Twitter,#fitness,Video,UK,4719001,143216,93614,38476,Low,2023,12,4994307,0.5963989575778421,0,0
Post_657,2023-12-02,YouTube,#fitness,Tweet,UK,2599776,486383,53906,18139,Medium,2023,12,3158204,-0.3676391939862727,0,2
Post_796,2023-12-16,Instagram,#fitness,Shorts,UK,4490630,166824,45589,4926,Low,2023,12,4707969,0.4907108597164717,0,0
Post_976,2023-12-12,Instagram,#fitness,Shorts,Japan,2533284,189339,96463,9657,Low,2023,12,2828743,-0.3991585331169343,0,2
Post_1233,2023-12-03,Instagram,#fitness,Reel,Canada,80333,106027,74544,43880,Low,2023,12,304784,-0.892254616273023,0,2
Post_1411,2023-12-01,Instagram,#fitness,Shorts,Canada,1270114,443977,12624,5006,Medium,2023,12,1731721,4.681797600923933,1,2
Post_1417,2023-12-15,Instagram,#fitness,Live Stream,USA,1760362,304604,96372,32740,High,2023,12,2194078,0.2669927777049536,0,2
Post_1585,2023-12-21,Twitter,#fitness,Reel,USA,3675226,477204,2549,30839,High,2023,12,4185818,0.90777994218984,0,0
Post_1602,2023-12-16,YouTube,#fitness,Reel,Japan,2703326,239560,14191,44747,Low,2023,12,3001824,-0.2828584520397208,0,2
Post_1606,2023-12-28,Instagram,#fitness,Video,Australia,2463746,310242,10086,38862,High,2023,12,2822936,-0.0595931007280906,0,2
Post_1933,2023-12-18,YouTube,#fitness,Post,Brazil,2584947,450936,97710,156,Medium,2023,12,3133749,0.1101027440933837,0,2
Post_2084,2023-12-23,YouTube,#fitness,Video,Japan,2393584,145807,92401,29656,Low,2023,12,2661448,-0.1507143679982028,0,2
Post_2500,2023-12-08,Twitter,#fitness,Tweet,Brazil,2701054,19099,6791,12487,Medium,2023,12,2739431,0.029300966992404,0,2
Post_2971,2023-12-28,Instagram,#fitness,Video,Australia,2698643,357079,83343,41222,Medium,2023,12,3180287,0.1609297697222524,0,2
Post_3293,2023-12-30,Instagram,#fitness,Reel,Japan,4883378,87676,14621,26540,Medium,2023,12,5012215,0.576026000169167,0,0
Post_3737,2023-12-11,YouTube,#fitness,Live Stream,UK,4221129,221432,27097,44357,Medium,2023,12,4514015,-0.0993971727070766,0,0
Post_4197,2023-12-26,Twitter,#fitness,Live Stream,Australia,1779047,64478,18103,7857,Low,2023,12,1869485,-0.5858487399798185,0,2
Post_4226,2023-12-05,Twitter,#fitness,Shorts,India,328897,147381,42373,23817,Medium,2023,12,542468,-0.7098302473675906,0,2
Post_4277,2023-12-09,TikTok,#fitness,Video,Australia,36859,235389,7241,15711,Medium,2023,12,295200,-0.4558204354911257,0,2
Post_4340,2023-12-21,TikTok,#fitness,Post,Japan,1823643,250776,13446,24572,Medium,2023,12,2112437,6.15595189701897,1,2
Post_4344,2023-12-29,Instagram,#fitness,Live Stream,Japan,4487563,464720,58373,32131,Low,2023,12,5042787,1.3871892984264145,0,0
Post_4941,2023-12-15,Instagram,#fitness,Video,Australia,1840183,79448,55602,2024,Medium,2023,12,1977257,-0.6079039229695802,0,2
Post_8,2022-01-14,YouTube,#gaming,Shorts,UK,2066886,317502,45222,33638,High,2022,1,2463248,,0,1
Post_282,2022-01-15,Twitter,#gaming,Tweet,India,791211,251591,9900,36509,High,2022,1,1089211,-0.5578151286431574,0,1
Post_426,2022-01-12,YouTube,#gaming,Post,India,1376828,271019,78128,31233,Medium,2022,1,1757208,0.6132852128742732,0,1
Post_524,2022-01-06,TikTok,#gaming,Reel,USA,3553589,405577,77631,43447,Low,2022,1,4080244,1.3220039972501834,0,0
Post_1172,2022-01-05,TikTok,#gaming,Video,Brazil,4198164,5801,27958,40130,High,2022,1,4272053,0.0470091984695033,0,0
Post_1365,2022-01-19,TikTok,#gaming,Tweet,Australia,2364689,57101,14115,11231,High,2022,1,2447136,-0.4271756459950286,0,1
Post_1366,2022-01-20,YouTube,#gaming,Video,Canada,853053,422491,51824,41589,Low,2022,1,1368957,-0.4405880997214703,0,1
Post_1626,2022-01-24,Twitter,#gaming,Shorts,India,1904319,477329,16741,13594,Low,2022,1,2411983,0.7619129015739721,0,1
Post_1748,2022-01-23,Twitter,#gaming,Video,Japan,4143188,47437,53378,21394,High,2022,1,4265397,0.7684191804005251,0,0
Post_2564,2022-01-14,TikTok,#gaming,Tweet,USA,2020483,136675,31661,39695,Low,2022,1,2228514,-0.4775365575584172,0,1
Post_2682,2022-01-26,Twitter,#gaming,Shorts,UK,2193984,469335,14834,25029,Medium,2022,1,2703182,0.2129975400648145,0,1
Post_2991,2022-01-29,TikTok,#gaming,Post,Canada,2990444,150822,61460,24688,High,2022,1,3227414,0.1939314481969767,0,1
Post_3290,2022-01-11,TikTok,#gaming,Live Stream,Brazil,2798360,63857,99902,10497,High,2022,1,2972616,-0.0789480370352239,0,1
Post_3521,2022-01-25,Twitter,#gaming,Tweet,India,2047224,191543,60305,25760,Medium,2022,1,2324832,-0.2179171477244286,0,1
Post_3648,2022-01-21,Instagram,#gaming,Tweet,Japan,665115,5418,9160,6114,Medium,2022,1,685807,-0.705007931755929,0,1
Post_3935,2022-01-11,YouTube,#gaming,Post,India,3577981,355446,61987,18325,High,2022,1,4013739,4.852578057675118,1,0
Post_4142,2022-01-21,TikTok,#gaming,Shorts,USA,602303,120883,23532,39303,Medium,2022,1,786021,-0.8041673860706937,0,1
Post_4855,2022-01-04,Instagram,#gaming,Tweet,Canada,4839145,482348,51534,14880,Low,2022,1,5387907,5.85466037166946,1,0
Post_4902,2022-01-09,Twitter,#gaming,Post,India,736350,54581,85663,16461,Low,2022,1,893055,-0.8342482526146052,0,1
Post_4933,2022-01-12,Instagram,#gaming,Video,Japan,1144301,295897,16431,9133,High,2022,1,1465762,0.6412897301957887,0,1
Post_361,2022-02-26,YouTube,#gaming,Post,UK,3559212,54955,38056,8025,High,2022,2,3660248,1.4971639324801709,0,1
Post_669,2022-02-10,YouTube,#gaming,Video,UK,709873,328596,75373,34177,High,2022,2,1148019,-0.6863548590150176,0,1
Post_1037,2022-02-14,Twitter,#gaming,Tweet,India,3725275,304621,39355,21276,Medium,2022,2,4090527,2.5631178578054894,1,0
Post_1408,2022-02-13,Instagram,#gaming,Post,UK,4096709,436110,99307,43672,Medium,2022,2,4675798,0.1430796080798391,0,0
Post_1739,2022-02-07,YouTube,#gaming,Live Stream,Australia,51815,14220,88469,23486,High,2022,2,177990,-0.9619337704494506,0,1
Post_1920,2022-02-09,TikTok,#gaming,Post,UK,1459984,399450,4838,12047,High,2022,2,1876319,9.541710208438676,1,1
Post_1928,2022-02-03,TikTok,#gaming,Video,UK,4865554,129992,3291,27656,Medium,2022,2,5026493,1.678911741553542,1,0
Post_2020,2022-02-07,Twitter,#gaming,Reel,USA,1420501,496804,23623,47615,High,2022,2,1988543,-0.6043875919055294,0,1
Post_2314,2022-02-02,Twitter,#gaming,Tweet,Australia,3561668,293915,74678,26781,Medium,2022,2,3957042,0.9899202581990936,0,0
Post_2385,2022-02-17,YouTube,#gaming,Tweet,Brazil,1334444,480156,75315,4080,High,2022,2,1893995,-0.521360905444016,0,1
Post_2449,2022-02-07,TikTok,#gaming,Reel,India,2103742,157003,60341,40513,High,2022,2,2361599,0.2468876633782031,0,1
Post_2887,2022-02-21,Instagram,#gaming,Live Stream,India,1531926,391683,51624,29359,Medium,2022,2,2004592,-0.1511717272915511,0,1
Post_3030,2022-02-07,TikTok,#gaming,Shorts,Australia,3602760,403164,38202,21785,Medium,2022,2,4065911,1.0282985265829656,0,0
Post_3616,2022-02-07,TikTok,#gaming,Video,Germany,710098,130766,40070,24168,Low,2022,2,905102,-0.777392569586496,0,1
Post_4800,2022-02-13,YouTube,#gaming,Video,USA,4603491,200988,84981,41852,Medium,2022,2,4931312,4.44834946779479,1,0
Post_4829,2022-02-24,Instagram,#gaming,Reel,India,3432236,220593,79638,11255,Low,2022,2,3743722,-0.2408263764288286,0,1
Post_93,2022-03-11,Twitter,#gaming,Post,UK,506074,69145,31191,43362,Low,2022,3,649772,-0.8264368988936679,0,1
Post_254,2022-03-06,Twitter,#gaming,Post,UK,2512592,418988,4122,18706,Low,2022,3,2954408,3.5468379677794672,1,1
Post_397,2022-03-25,Twitter,#gaming,Reel,Germany,360483,165482,18721,24681,High,2022,3,569367,-0.8072822034058939,0,1
Post_550,2022-03-02,YouTube,#gaming,Video,USA,3230981,43250,25450,38132,Low,2022,3,3337813,4.862322544158689,1,1
Post_1144,2022-03-27,TikTok,#gaming,Live Stream,Australia,497423,158956,68044,30123,Low,2022,3,754546,-0.7739400020312701,0,1
Post_1392,2022-03-01,Twitter,#gaming,Post,Japan,4581334,82540,38617,2955,High,2022,3,4705446,5.236128744967172,1,0
Post_1684,2022-03-17,Twitter,#gaming,Video,India,4817464,309479,60716,22878,Low,2022,3,5210537,0.1073417907675489,0,0
Post_2153,2022-03-06,TikTok,#gaming,Video,Canada,311896,380243,78206,27299,Low,2022,3,797644,-0.8469171219780226,0,1
Post_2155,2022-03-31,YouTube,#gaming,Tweet,Canada,2930604,72137,89326,11770,Medium,2022,3,3103837,2.89125599891681,1,1
Post_2487,2022-03-17,TikTok,#gaming,Reel,Canada,1373925,83584,5032,45668,Medium,2022,3,1508209,-0.5140824083223443,0,1
Post_2488,2022-03-04,Instagram,#gaming,Video,Canada,3287015,228853,73672,31885,Medium,2022,3,3621425,1.4011426798275304,0,1
Post_2603,2022-03-29,YouTube,#gaming,Reel,Japan,3938926,246185,99069,45377,Low,2022,3,4329557,0.195539601123867,0,0
Post_2637,2022-03-13,YouTube,#gaming,Post,USA,493548,76378,67586,45093,High,2022,3,682605,-0.8423383731869103,0,1
Post_2913,2022-03-14,YouTube,#gaming,Video,Japan,1619481,48034,68983,7422,High,2022,3,1743920,1.5548010928721587,1,1
Post_3076,2022-03-17,YouTube,#gaming,Video,Australia,2488678,87494,30237,19414,Low,2022,3,2625823,0.5057015230056425,0,1
Post_3308,2022-03-02,TikTok,#gaming,Live Stream,Japan,2850412,274406,31047,30406,Low,2022,3,3186271,0.2134370823928346,0,1
Post_4030,2022-03-30,Instagram,#gaming,Post,India,3428164,338911,99243,18226,Low,2022,3,3884544,0.2191505367873605,0,0
Post_4266,2022-03-14,Instagram,#gaming,Live Stream,India,4926269,264064,91827,1032,High,2022,3,5283192,0.3600546164491893,0,0
Post_4395,2022-03-13,TikTok,#gaming,Shorts,Brazil,2710476,51266,2269,35709,Low,2022,3,2799720,-0.4700703665511304,0,1
Post_4718,2022-03-11,Instagram,#gaming,Tweet,Brazil,3649213,270175,90118,2531,High,2022,3,4012037,0.4330136585087081,0,0
Post_4867,2022-03-12,YouTube,#gaming,Live Stream,Canada,107030,428316,72576,23752,Medium,2022,3,631674,-0.8425552904920867,0,1
Post_16,2022-04-05,YouTube,#gaming,Live Stream,Canada,3079923,124237,44062,26702,Medium,2022,4,3274924,4.184516063665751,1,1
Post_612,2022-04-05,TikTok,#gaming,Reel,UK,3610950,367485,34992,9460,Medium,2022,4,4022887,0.2283909489197306,0,0
Post_766,2022-04-14,YouTube,#gaming,Shorts,Germany,2996758,80465,74505,39752,High,2022,4,3191480,-0.2066692402744596,0,1
Post_938,2022-04-21,TikTok,#gaming,Reel,Japan,872093,237702,32141,143,High,2022,4,1142079,-0.6421475302994222,0,1
Post_2279,2022-04-06,Twitter,#gaming,Post,UK,107075,175627,91997,26950,Low,2022,4,401649,-0.6483176732958054,0,1
Post_2728,2022-04-03,Twitter,#gaming,Tweet,USA,1942872,108781,71823,49737,Medium,2022,4,2173213,4.4107267788541735,1,1
Post_3226,2022-04-05,TikTok,#gaming,Reel,Brazil,4076916,432821,9865,39288,Low,2022,4,4558890,1.097764922260266,0,0
Post_3268,2022-04-02,TikTok,#gaming,Reel,Australia,4784006,167376,4736,32126,Low,2022,4,4988244,0.0941795042214224,0,0
Post_3296,2022-04-01,Twitter,#gaming,Tweet,India,1304797,347996,28393,10689,Low,2022,4,1691875,-0.6608275377066559,0,1
Post_3647,2022-04-08,TikTok,#gaming,Live Stream,Brazil,2383029,440705,40948,48430,High,2022,4,2913112,0.7218246028814186,0,1
Post_4454,2022-04-27,TikTok,#gaming,Live Stream,Brazil,2254522,294121,86843,12828,High,2022,4,2648314,-0.0908986678164107,0,1
Post_4684,2022-04-28,Instagram,#gaming,Live Stream,India,297130,156713,2924,15183,High,2022,4,471950,-0.8217922799184689,0,1
Post_4716,2022-04-04,Twitter,#gaming,Video,UK,4341471,412137,79329,19485,High,2022,4,4852422,9.281644241974783,1,0
Post_4908,2022-04-02,TikTok,#gaming,Post,Brazil,529428,328885,45228,43415,Medium,2022,4,946956,-0.8048487950965517,0,1
Post_149,2022-05-29,Instagram,#gaming,Video,Brazil,1292958,95304,3716,44880,Low,2022,5,1436858,0.5173439948635417,0,1
Post_770,2022-05-22,TikTok,#gaming,Tweet,Australia,1297808,266995,73819,12405,Low,2022,5,1651027,0.1490536991129256,0,1
Post_820,2022-05-03,YouTube,#gaming,Tweet,UK,1417424,390084,26977,44345,High,2022,5,1878830,0.1379765442963683,0,1
Post_1216,2022-05-05,TikTok,#gaming,Reel,Japan,2258063,241357,49321,14634,Low,2022,5,2563375,0.3643464283623319,0,1
Post_1680,2022-05-08,TikTok,#gaming,Post,Germany,3407613,330611,3262,15630,Low,2022,5,3757116,0.4656911298580972,0,0
Post_1893,2022-05-28,Instagram,#gaming,Live Stream,Brazil,503394,495368,92691,9122,Low,2022,5,1100575,-0.7070691988216493,0,1
Post_1955,2022-05-07,Instagram,#gaming,Shorts,Australia,665714,301322,55816,38455,High,2022,5,1061307,-0.0356795311541694,0,1
Post_1967,2022-05-09,YouTube,#gaming,Live Stream,UK,4210453,389783,60019,13375,High,2022,5,4673630,3.403655115814745,1,0
Post_2147,2022-05-20,TikTok,#gaming,Tweet,Australia,1365873,210793,21826,38899,Low,2022,5,1637391,-0.6496532673746103,0,1
Post_2315,2022-05-08,YouTube,#gaming,Reel,USA,2672532,448134,21213,18748,Low,2022,5,3160627,0.9302823821555144,0,1
Post_2458,2022-05-21,Instagram,#gaming,Tweet,Canada,2361266,184502,87669,13578,Medium,2022,5,2647015,-0.1625031995233856,0,1
Post_2692,2022-05-21,TikTok,#gaming,Shorts,Germany,3154277,2037,40597,1561,Medium,2022,5,3198472,0.2083316490461897,0,1
Post_2965,2022-05-01,Instagram,#gaming,Video,UK,4636106,119192,74078,46366,Low,2022,5,4875742,0.5243972746986687,0,0
Post_3043,2022-05-29,YouTube,#gaming,Tweet,Japan,1027066,325786,49107,28849,Medium,2022,5,1430808,-0.7065455883432716,0,1
Post_3158,2022-05-04,YouTube,#gaming,Post,USA,4498572,449425,54623,35583,High,2022,5,5038203,2.521229263465119,1,0
Post_3355,2022-05-30,Twitter,#gaming,Post,USA,1915575,99877,37503,46295,High,2022,5,2099250,-0.5833335814376673,0,1
Post_3501,2022-05-13,TikTok,#gaming,Post,Japan,4085716,338938,99638,2001,High,2022,5,4526293,1.1561476717875432,0,0
Post_3515,2022-05-21,YouTube,#gaming,Post,Brazil,4954174,408063,70371,9933,Medium,2022,5,5442541,0.2024279029218834,0,0
Post_3546,2022-05-04,Twitter,#gaming,Tweet,Brazil,2486494,255155,82101,13603,High,2022,5,2837353,-0.478671267703817,0,1
Post_3715,2022-05-16,Twitter,#gaming,Live Stream,Germany,4086861,127508,32493,49827,Low,2022,5,4296689,0.5143300815936545,0,0
Post_3766,2022-05-21,TikTok,#gaming,Tweet,Australia,298203,250763,83080,26482,Low,2022,5,658528,-0.846735940162297,0,1
Post_3910,2022-05-04,YouTube,#gaming,Reel,USA,1741714,207035,62609,14662,High,2022,5,2026020,2.07658899849361,1,1
Post_4225,2022-05-03,TikTok,#gaming,Shorts,Japan,305543,409163,48642,44973,High,2022,5,808321,-0.6010300984195616,0,1
Post_4449,2022-05-10,Instagram,#gaming,Shorts,UK,1081777,48326,42923,6408,High,2022,5,1179434,0.4591158710462799,0,1
Post_4713,2022-05-25,Instagram,#gaming,Tweet,Brazil,3007888,375087,4908,13091,Medium,2022,5,3400974,1.883564489407631,1,1
Post_4725,2022-05-21,YouTube,#gaming,Live Stream,UK,2720858,354755,65499,24161,Low,2022,5,3165273,-0.0693039699803644,0,1
